,Name,Price,Discount,Amount,Category ID,Item ID,Shop ID
1100,"Trà Gừng hộp 30 Túi Lọc x 4gram Siêu Thị Thiên Nhiên, giải cảm, giảm ho, làm ấm cơ thể",29.500,-50%,"6,2k",100629,18460064076,293269030
1101,"Combo Trà Táo Đỏ, Kỷ Tử Sấy Khô SIÊU THỊ THIÊN NHIÊN Giúp Lợi Khuẩn Đường Ruột Và Cải Thiện Miễn Dịch",59.500,-50%,"2,5k",100629,17235086900,293269030
1102,HỎA TỐC HCM - Combo 3 Thùng 24 lon bia Heineken Silver 330ml/lon,1.437.000,-21%,13k,100629,13234011890,453043569
1103,Trà Diếp Cá Rau Má Thanh Nhiệt Mát Gan Hộp 30 Túi Lọc Siêu Thị Thiên Nhiên,29.500,-50%,"2,9k",100629,13173886107,293269030
1104,Thùng 48 hộp Thức uống lúa mạch thêm Canxi hương vị sô-cô-la Ovaltine (110ml x 48),250.000,-4%,"1,6k",100629,17497196942,392034845
1105,Thùng 48 hộp sữa tươi tiệt trùng vị tự nhiên Dalatmilk 180ml (180ml x 48),417.600,None,4k,100629,14835749445,626294568
1106,"Trân Châu Đen, Trân Châu Hoàng Kim The Garden",20.000,None,"8,3k",100629,17726069219,55718056
1107,Giấm Táo HEINZ 473ml (Date 2025),57.040,-8%,"4,1k",100629,10829624484,410077859
1108,Nui Sấy Tẩm Gia Vị VIETTINMART 0.5Kg,41.100,-25%,"14,3k",100629,2145566508,74670232
1109,Kẹo Mềm Alpenliebe 2Chew (Nhiều hương),15.000,None,"3,6k",100629,12682633684,430972539
1110,[Gói Dùng Thử] Trà Dưỡng Nhan Mộc Sắc 7 Vị - Siêu Thị Thiên Nhiên,3.000,-14%,"55,4k",100629,15475557810,293269030
1111,Đậu Hà Lan Sấy Giòn Viettin Mart 500g,38.000,None,"4,8k",100629,1841215840,74670232
1112,Sốt Spaghetti O'Food gói 120g,17.000,-17%,"10,4k",100629,5379493771,380225859
1113,"30g Bánh tráng ăn vặt Robis siu ngon, rong biển, lẩu thái, phô mai, muối tỏi, trứng muối, thị nở, hành phi.",12.000,None,"2,9k",100629,20291023482,877278790
1114,Bột Sắn Dây Bắc Nguyên Chất NTFood hũ 500gr - Nhất Tín Food,55.000,-45%,"1,8k",100629,22048759310,276328968
1115,Bột pudding thạch trà sữa tự nấu béo ngậy tan ngay trong miệng - MINASY,21.000,-28%,"9,8k",100629,19544140576,466934676
1116,SET NGUYÊN LIỆU LÀM KẸO NOUGAT CƠ BẢN BẾP CỦA MẸ ONICI,99.000,-45%,"16,4k",100629,8017400220,278100765
1117,[TẶNG BÌNH JUG 1L] Cà phê hoà tan NESCAFÉ® 3IN1 VỊ RANG ĐẬM - công thức cải tiến (bịch 46 gói x 16g),131.000,-27%,"2,1k",100629,18884081803,108166524
1118,Bột Ngũ Cốc Dinh Dưỡng Gồm 17 Loại Hạt Viettin Mart 500Gr,82.900,-13%,"4,7k",100629,13563008187,74670232
1119,Hạt Hướng Dương CHACHEER Vị Dừa 450g,72.000,None,651,100629,19517440795,88990370
1120,"Bánh phồng Pani Puri hình quả bóng tròn, chiên giòn, phồng to, thơm đặc biệt",100.000,None,"1,2k",100629,22663266287,950683608
1121,Thùng 24 hộp Sữa 9 loại hạt Vinamilk Super Nut Super Nut - hộp 180ml,247.752,-10%,"5,2k",100629,20677798610,975865932
1122,Sữa bột nguyen kem có đường Vinamilk - Hộp giấy 400g,72.703,-3%,"4,4k",100629,22342254090,975865932
1123,Táo đỏ Tân Cương VIETTINMART 500G,47.900,-20%,"4,6k",100629,4534333843,74670232
1124,"Sữa bột Anlene Gold Movepro Vani 1,2 Kg",475.000,-18%,"44,5k",100629,6128644819,135890280
1125,Combo 3 lốc lá kim tẩm dầu oliu O'Food ( lốc 3),66.300,-35%,"16,1k",100629,8951418945,380225859
1126,"Bột màu thực phẩm, lá cẩm, hoa đậu biếc, gấc, lá gai, khoai lang tím, dành dành gói 5gr",5.000,None,"3,3k",100629,16785950497,4968226
1127,"Set Chè khúc bạch tự nấu, set nguyên liệu nấu chè 3 vị thạch thơm ngon THE GARDEN",40.000,None,"8,6k",100629,16119188754,55718056
1128,Bột Rau Củ sấy lạnh NTPowder gói 3gr - Nhất Tín Food,2.300,-49%,"9,4k",100629,16971429382,276328968
1129,Nồng độ cồn 5% - Combo 3 Thùng 24 Lon Bia Tiger 330ml/Lon,1.110.000,-27%,27k,100629,10110213740,453043569
1130,[Gro Gift] Nước tương Maggi Thanh dịu 100ml MAGGI,1.000.000,None,"2,1k",100629,22647136540,108166524
1131,Trà Atiso túi lọc LADOPHAR thảo mộc giải độc thanh lọc cơ thể tăng cường chức năng gan Lado Tea,30.000,-17%,"20,2k",100629,19802815098,230711180
1132,Hạt nêm cao cấp MAGGI vị Nấm Hương gói 450g,51.000,-27%,"6,4k",100629,10718498371,108166524
1133,Combo 3 Hộp Thịt Chua Truyền Thống Trường Foods 180g/Hộp,159.000,-28%,"4,5k",100629,15374893478,586881210
1134,"Long Nhãn Hưng Yên Sấy Dẻo Siêu Thị Thiên Nhiên, Dùng Pha Trà, Ngừa Lão Hóa, Giúp Ngủ Ngon 100g- 500g",24.500,-50%,"5,3k",100629,4954176877,293269030
1135,[Tặng Bộ bình ly Lumiarc 750ml & 200ml NESCAFE] Combo 3 Bịch NESCAFÉ 3IN1 Công thức cải tiến - VỊ NGUYÊN BẢN Bịch 46 gói,391.000,-15%,"4,1k",100629,9970640859,108166524
1136,Gạo Lứt Sấy Rong Biển Viettin Mart 500GR,39.600,-21%,"7,5k",100629,15306855915,74670232
1137,Hộp quà tặng màu trắng mix 5 vị 20g Chocolate Socola siêu ngon FIGO + nơ + thiệp,141.550,-5%,314,100629,22321865923,17098253
1138,Mật Ong Hoa Cà Phê Gia Lai Nguyên Chất Tiệm Phố Núi 1000ML,99.000,-18%,"16,3k",100629,9784757197,491953812
1139,Thùng 24 chai Sữa nước Ensure Abbott 237ml/chai,950.000,-57%,"91,9k",100629,15746419222,639673459
1140,Sữa tiệt trùng VPMilk Grow+ hộp 180ml (thùng 48 hộp),401.945,-5%,"2,7k",100629,3567119885,320322244
1141,"Combo 6 Hũ Tổ Yến Sào Chưng Sẵn Mix Đủ Vị Ngự Cung Yến- Quà Tặng, Quà Biếu Tết Cao Cấp",269.000,-48%,"1,8k",100629,10471252345,485208969
1142,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản 1kg/Hộp,85.000,None,"3,6k",100629,23019241487,319166665
1143,Set nguyên liệu nấu chè dưỡng nhan 25 30 chén Bếp Của Mẹ Onici,110.000,-24%,"121,4k",100629,7439723931,278100765
1144,[Quà tặng không bán] Bịch kẹo Mentos,20.000,None,918,100629,20295113488,430972539
1145,Dầu hào Maggi chai 820g,60.000,-28%,"7,8k",100629,1759126818,108166524
1146,Combo 2 sốt muối kim chi O'food 180g/gói,56.000,-22%,19k,100629,19108140973,380225859
1147,Ngũ Cốc Tăng Cân Hiệu Quả Cao Cấp 25 Loại hạt NAKUSO (500Gr),150.000,-29%,"19,1k",100629,2601774631,82347655
1148,100ML Mật Ong Hoa Các Loại - Tiệm Phố Núi,15.000,None,"1,2k",100629,23461037070,491953812
1149,Thùng 48 hộp sữa chua uống tiệt trùng TOPKID hương dâu-chuối-lúa mạch tự nhiên TH True Yogurt 110ml (110ml x 48),248.417,None,"5,2k",100629,14635583754,626294568
1150,[Mua 1 Tặng 1 - Tặng Ngũ Cốc Ăn Sáng Vị Ngẫu Nhiên] Ngũ cốc ăn sáng KOKO KRUNCH (Hộp 300g),88.000,-27%,926,100629,23884639737,108166524
1151,HỘP RAU MÁ ĐẬU XANH,60.000,None,557,100629,25400952310,1078129617
1152,Kỷ Tử sấy khô Mộc Sắc Siêu Thị Thiên Nhiên,32.500,-50%,"4,3k",100629,4755866606,293269030
1153,Kẹo cà phê Coffee Candy PAMIRITER hộp 70g nhiều vị,47.250,None,"2,5k",100629,19268608134,162786229
1154,Gia Vị Barona 80g ướp ngon chuẩn vị (Khi mua từ 20 gói bất kì tặng 1 túi gia vị),12.160,-5%,"10,8k",100629,18180544240,1010762416
1155,Sữa bột Ensure Gold Abbott hương vani (HMB) 850g/ 800g,869.000,-14%,"237,5k",100629,15546399872,639673459
1156,[Mã INBAU153 giảm 15K đơn 99K] Kẹo Dẻo Bắp Vàng Cornee Headway Nhân Siro Chảy Độc Lạ Mặn Ngọt Siêu Ngon Túi 300g,25.000,-31%,"1,7k",100629,21685919849,154979602
1157,Combo 3 gói 600g cơm cháy (400g chà bông + 200g mắm hành) + kèm 1 chai sốt gỏi thái - bếp chè thái,169.000,-43%,"4,3k",100629,23181953090,343514920
1158,Chuối sấy dẻo chua ngọt nguyên quả 100g 300g 500g - Ô Mai Phan Huệ,25.000,-50%,3k,100629,19442859465,1878008
1159,Gói Hạt Nêm Aji-ngon® Heo 900g/Gói,66.000,None,"2,1k",100629,23332389205,319166665
1160,Thùng 48 bịch Sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi 220ml,371.451,-4%,881,100629,21077797611,975865932
1161,Crystal Light 1 gói Bột Pha Nước Trái Cây không đường Crystal Light Gói Nhỏ,89.000,-6%,475,100629,19486205734,994299838
1162,Hộp quà tặng 8/3 Nhụy Hoa Nghệ Tây Saffron Jahan 0.5Gr và trà hoa thượng hạng,250.000,-54%,"3,4k",100629,14524046702,317428602
1163,[Gro Gift] Mẫu dùng thử 2 que Nước cốt cà phê Đen Đá & Sữa Đá NESCAFE,1.000.000,None,"5,2k",100629,12299215923,108166524
1164,Hạt Điều Phô Mai Trứng Muối Kaz - Salted Egg Yolk & Cheese Cashews,59.700,None,"5,6k",100629,21744691624,479359889
1165,Thùng 48 hộp sữa trái cây TOPKID hương cam tự nhiên TH True Juice Milk 110ml (110ml x 48),223.845,None,"1,6k",100629,23335557768,626294568
1166,"Rong biển giòn trộn khô gà, hải sản, hạt óc chó hạnh nhân OFood 30g",36.000,-10%,"21,3k",100629,11208223198,380225859
1167,"Chai Sốt Gỏi Thái Cay - nước sốt trộn gỏi, rau tiến vua, cơm cháy thơm ngon tiện dụng",49.000,-32%,"6,8k",100629,22047898612,343514920
1168,Thùng 48 Bịch Sữa dinh dưỡng Vinamilk không đường 220ml,334.335,-8%,2k,100629,23336890871,975865932
1169,SET TỰ LÀM CHOCOLATE BARK 60 VIÊN THÀNH PHẨM,112.000,-23%,"5,2k",100629,8046461487,278100765
1170,"Nước ion kiềm đóng chai Fujiwa - thùng 24 chai 450ml hỗ trợ tiêu hóa, phục hồi giúp da trắng sáng",151.000,-24%,"2,8k",100629,23803173284,892954838
1171,"Trà Gạo Lứt Túi Lọc Giảm Cân Mix Hoa Nhài, Cỏ Ngọt, Kỳ Tử, Táo Đỏ, Đậu Đen, Đậu Đỏ, Lá Nếp  - Siêu Thị Thiên Nhiên Nhiên",109.000,-16%,"7,4k",100629,23503969743,48499599
1172,Trà Cây Cỏ Máu Tăng Cân Hộp 30 Túi Lọc Siêu Thị Thiên Nhiên,29.500,-50%,"1,5k",100629,16521843554,293269030
1173,Thùng 48 hộp sữa tươi tiệt trùng TOPKID kem vanilla tự nhiên TH True Milk 180ml (180ml x 48),624.413,None,"16,6k",100629,11982409426,626294568
1174,Set nguyên liệu Chocolate Bark thành phẩm 120 VIÊN,159.000,-20%,"6,3k",100629,8546455461,278100765
1175,Set nguyên liệu kẹo nougat thượng hạng Bếp Của Mẹ Onici,139.000,-43%,"29,5k",100629,8817329559,278100765
1176,"Yến mạch ONFOD cán dẹt cán vỡ, ngũ cốc giảm cân healthy cho người ăn kiêng tập gym 500g",25.000,None,69k,100629,12447128708,358413074
1177,Set chè khúc bạch dùng thử 100g BẾP CỦA MẸ ONICI nấu được 7 chén,38.000,None,"42,3k",100629,11300278127,278100765
1178,"[Mã INBAU15 giảm 10% đơn 0đ] Panna Cotta thạch kem sữa Ý - set nguyên liệu lớn 3 vị dâu, xoài, socola 500g nấu 30 hũ",30.000,-34%,"6,5k",100629,18391786633,55718056
1179,Sữa A2 full cream milk (sữa bột nguyên kem),365.000,None,"2,1k",100629,12399511873,27495839
1180,Set quà tặng 8/3 Saffron Nhụy Hoa Nghệ Tây Jahan 0.5Gr,249.000,-53%,"7,9k",100629,15224042145,317428602
1181,Bột diếp cá nguyên chất Goce - 72g (24 gói x 3g),136.000,-20%,"12,7k",100629,8071030688,158332483
1182,Dầu dừa tinh khiết Organic VIETCOCO chai PET 250ml,49.000,None,"8,4k",100629,5278589476,60414205
1183,Cà phê hoà tan Legend Special Edition - Trung Nguyên Legend - Hộp 18 gói x 25gr,93.000,-13%,9k,100629,4305933657,195688286
1184,Combo 2 Sữa bột Ensure Gold Abbott hương vani (HMB) 850g/800g/lon,1.750.000,-14%,"24,8k",100629,23965737628,639673459
1185,"Trà Tâm Sen Sấy Lạnh - Hỗ Trợ Mất Ngủ, An Thần 100g - Siêu Thị Thiên Nhiên",37.500,-50%,"4,6k",100629,3549218890,293269030
1186,[Tặng Túi vải có dây đeo Nescafe] Combo 3 bịch cà phê hòa tan Nescafé café Việt cà phê đen đá (Bịch 35 gói x 16g),370.000,None,5k,100629,22379516259,108166524
1187,Túi 100g bánh Pani Puri tặng kèm Sốt me béo 120ml Thích Cay,140.000,None,825,100629,24706576638,950683608
1188,[TẶNG Túi vải có dây đeo] Combo 3 Bịch cà phê hoà tan NESCAFÉ 3IN1 công thức cải tiến - VỊ NGUYÊN BẢN (3x16g x46 gói),375.000,-31%,"4,4k",100629,20290412704,108166524
1189,"Bột Ngũ Cốc Gia Truyền Navan cung cấp dưỡng chất, lợi sữa, phù hợp mọi đối tượng",145.000,-33%,"2,3k",100629,22267797805,203478090
1190,Thùng 48 hộp sữa nước Anlene hương Vani đậm đặc ít béo 125ml,525.000,-3%,"10,1k",100629,9730434424,135890280
1191,"Set trà sữa dùng thử dưa hấu, chuối, nho Bếp Của Mẹ ONICI nguyên liệu nấu 5-7 ly",35.000,-30%,"3,2k",100629,18993790412,278100765
1192,Trà Hoa Cúc hộp 30 Túi Lọc x 3Gram Siêu Thị Thiên Nhiên,29.500,-50%,"6,7k",100629,22603848715,293269030
1193,Gạo trắng hữu cơ ST25 Hoa Sữa 1kg - Loại 1 dẻo ngon,55.800,-32%,"1,7k",100629,23060108019,401109871
1194,Thùng 24 Lon Bia Budweiser Sleek Can Chính Hãng (330ml/ lon) - Phiên Bản Tết 2024,430.000,-4%,"5,2k",100629,14531675890,145529863
1195,Combo Sữa Chua Organic Hoff 2 LỐC (12 hộp x 55g),184.500,-16%,"2,6k",100629,23829903755,436399371
1196,"Sốt lẩu hoàn chỉnh O'food gói 180g, có 7 vị",28.000,-11%,"7,3k",100629,17973825283,380225859
1197,[Gro Gift] Dầu hào Maggi 150g,1.000.000,None,"1,7k",100629,21890411499,108166524
1198,Thùng 48 Bịch Sữa dinh dưỡng Vinamilk có đường 220ml,334.335,-8%,2k,100629,23336907208,975865932
1199,Bột cần tây nguyên chất Goce – 72g (24 gói x 3g),152.000,-20%,"43,3k",100629,4307490678,158332483
1200,Kẹo cứng Alpenliebe nhiều hương (Gói to),35.000,None,"7,4k",100629,20848965969,430972539
1201,[TẶNG Túi vải có dây đeo] Combo 3 Bịch cà phê hoà tan NESCAFÉ 3IN1 công thức cải tiến - VỊ RANG ĐẬM (3x16gx46 gói),367.000,-32%,2k,100629,23872626541,108166524
1202,"SET LÀM PUDDING TRỨNG, DÂU, SOCOLA, MÔN,MATCHA",44.100,-10%,"31,2k",100629,6682537283,278100765
1203,Sữa bột Nguyên kem có đường Vinamilk - Hộp thiếc 900g,180.104,-3%,"1,9k",100629,22442022069,975865932
1204,Rong biển cuộn cơm K-wook 100 lá nhập khẩu Hàn Quốc,195.000,None,"8,2k",100629,23604039452,19585311
1205,[Quà Tết] Yến Thị- Gói mix vị -set quà tặng 10 hũ-chưng sẵn 70ml-30% yến,470.000,-11%,"3,7k",100629,6943094501,22845530
1206,Combo 2 hộp Trà gạo lứt Quê Việt + tặng bình nước - Hộp 600g (20 túi lọc x 30g),328.000,-29%,"3,8k",100629,13756436805,75634049
1207,Canh Khoai Mỡ Chay I-Soup 55g (túi 05 viên)- Viên Súp Chay Sấy Thăng Hoa,58.000,None,"13,8k",100629,20435821456,242086808
1208,Thùng 48 hộp Sữa Non Vinamilk Dielac Grow Plus (Sữa Uống Dinh Dưỡng) 110ml,364.954,-12%,"1,3k",100632,22336908933,975865932
1209,"Cà Phê Rang Xay Buôn Mê Thuột Đặc Biệt 500g thơm dịu, đậm đà, sánh nước, hương vị cà phê truyền thống Phương Vy Coffee",59.000,None,"6,6k",100629,21505820618,293553341
1210,Kẹo Bơ Đậu Phộng Vinamit 500G,49.500,None,"4,3k",100629,1915571441,121951441
1211,Sữa dinh dưỡng Vinamilk ADM Có Đường - Thùng 48 hộp 110ml,202.954,-10%,631,100629,23735249836,975865932
1212,Thùng 24 hộp Creamer sữa đặc Ngôi Sao Phương Nam xanh lá Hộp giấy 380g,454.814,-5%,"5,2k",100629,19577808785,975865932
1213,Thùng 48 hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Organic 180ml,463.500,-12%,"3,9k",100629,21077791925,975865932
1214,Thùng 48 Bịch Sữa Dinh Dưỡng Vinamilk ít đường 220ml,334.335,-8%,"1,5k",100629,10399247458,975865932
1215,Bánh cốm hộp Bảo Minh 10 cái 500g,65.000,None,"10,7k",100629,5861832287,201416673
1216,Thùng 48 hộp sữa tươi tiệt trùng có đường TH True Milk 180ml (180ml x 48),459.613,None,"7,8k",100629,14535780879,626294568
1217,"Bột Milk Foam Muối Biển- Làm Cà Phê Muối - Gói 500G - Tiện Lợi, Dễ Làm, Nhanh Chóng, Tiết Kiệm",89.000,None,"5,4k",100629,22445221185,499645948
1218,"Bột MT35 Kem Béo Thực Vật LÚAVE 1kg (Bột Kem Béo Pha Trà Sữa, Ngậy Béo, Thanh Nhẹ, Thơm Trà, Phù Hợp Nhiều Loại Trà)",106.036,None,"30,3k",100629,4444750754,226799457
1219,Trung Nguyên Legend - Cà phê G7 hòa tan đen - Bịch 100 sachets x 2gr,150.000,-9%,"2,8k",100629,4605926360,195688286
1220,Chà Là Sấy Viettin Mart 500g,52.700,-12%,"7,5k",100629,7777713819,74670232
1221,"Trà an cung dưỡng não , phòng ngừa đột quỵ, phòng chống nguy cơ đông máu bịch 30 gói lọc",100.000,None,114,100629,18096338504,157212351
1222,Chè dưỡng nhan tuyết yến - Set lớn nấu 25-30 chén - tặng 2 gói tuyết yến và 2 chai gấu khi mua 2 set - Bếp Chè Thái,99.990,-50%,37k,100629,6965031849,343514920
1223,Đậu đỏ đậu hà lan đậu gà đậu đen xanh lòng đậu lăng đậu ngự đậu xanh đậu nành ONFOD giảm cân bé ăn dặm,27.000,-38%,"3,7k",100629,21493094496,358413074
1224,[BẢO HÀNH ĐIỆN TỬ KHÔNG GIẤY] Kingdom Herb Official Chính Hãng,1.180.000,None,"1,5k",100629,25604124553,485892885
1225,"Rong biển giòn trộn gia vị OFood 30g, vị ngọt vừa ăn, trộn cơm, cháo tiện lợi, ngon miệng",32.000,-11%,"27,2k",100629,8336946742,380225859
1226,Trà thảo mộc nụ hoa cúc chi sấy lạnh - Dalat Cordyceps - loại thượng hạng,105.000,-32%,"1,2k",100629,22330198269,776779986
1227,Thùng 4 Chai Nước tinh khiết Aquafina (5L/chai),103.000,-21%,"1,8k",100629,21491386277,894167234
1228,Cốt Gia Vị Lẩu HAIDILAO Thượng Hạng,32.000,None,"1,6k",100629,23559637886,88990370
1229,"Trà đường nâu mix vị Camifarm (gồm: táo đỏ, hoa hồng, long nhãn, kỳ tử, gừng, đường nâu) hộp 30 gói",38.000,-49%,"1,1k",100629,18263011503,576515392
1230,"Hồng sấy treo Nhật Bản đặc sản Langfarm - Hồng treo phòng sạch, lạnh khô, 14 ngày công phu",152.000,None,"4,8k",100629,10475561622,445399670
1231,Ô mai xí muội mơ chua mặn ngọt Phan Huệ 100gr 300gr 500gr giảm ho rát họng đặc sản Hà Nội,19.500,-33%,5k,100629,4152413386,1878008
1232,Gạo trắng hữu cơ ăn dặm cho bé Japonica Hoa Sữa 1kg,81.000,-29%,"1,1k",100629,22485522027,401109871
1233,Bánh Biscotti ăn kiêng giảm cân heathly 100% nguyên cám siêu hạt dinh dưỡng (Việt Thái Organic),97.000,-35%,"3,7k",100629,19150240897,786698656
1234,Dầu dừa tinh khiết Organic Vietcoco (thực phẩm ) chai 500ml,95.000,None,"2,7k",100629,7078588259,60414205
1235,"Xoài sấy dẻo đặc sản Langfarm - Ăn vặt nông sản, hương vị tự nhiên, dẻo ngon, ít ngọt",92.000,None,"5,5k",100629,15510193320,445399670
1236,[TẶNG Set 3 Ly Thủy Tinh Collin] Combo 2 Bịch cà phê sữa hoà tan NESCAFÉ (2x25x24),250.000,-11%,"2,2k",100629,16697995975,108166524
1237,Chuối Mè sấy Giòn Loại Ngon VIETTIN MART 500GR,39.600,-21%,"7,8k",100629,2865570909,74670232
1238,1 Xâu Khô Cá Bò Rim Sate Ép Miếng Viettin Mart 80g,23.500,-41%,7k,100629,11994809762,74670232
1239,Đường ăn kiêng La hán quả Organic Hữu cơ MonkFruit CT Pharma 600 gram,269.000,-10%,"2,7k",100629,18383322222,322679405
1240,Bột rau má nguyên chất Goce 72g (24 gói x 3g),120.000,-20%,"7,7k",100629,2585153386,158332483
1241,"Trà Hỗ Trợ Mất Ngủ, Ngủ Ngon, An Thần Siêu Thị Thiên Nhiên, Vô Ưu Mộc Trà Lọ 100g",49.500,-50%,"3,9k",100629,5054890459,293269030
1242,Bánh Gấu Nhân Kem VIETTINMART 500G,78.200,-2%,"17,6k",100629,1980073802,74670232
1243,Thùng 48 hộp thức uống sữa lúa mạch TH True Chocomalt Mistori 180ml (180ml x 48),393.517,None,"2,3k",100629,22365621931,626294568
1244,Bộ Sản Phẩm Gia Vị Vipep,9.000,None,"30,9k",100629,4067646140,227609299
1245,Gạo lứt đen hữu cơ ăn kiêng giảm cân healthy eatclean thực dưỡng 500g 1kg - onfod,35.000,-41%,26k,100629,13477908884,358413074
1246,Bún gạo lứt giảm cân hữu cơ huyết rồng ONFOD eat clean ăn kiêng tiểu đường gym 250g 500g,34.000,-30%,"14,6k",100629,13741193560,358413074
1247,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk Green Farm Rất ít đường - Lốc 4 Hộp 180ml,388.211,-8%,"1,6k",100629,22036904487,975865932
1248,COMBO TIẾT KIỆM (2 Túi 500g) Yến Mạch Cán Dẹt (Cán Mỏng) Nguyên Chất Nhập Khẩu Úc DK Harvest - ngũ cốc tác dụng giảm can,45.000,-49%,"44,8k",100629,8675360402,273650958
1249,"Táo Đỏ Tân Cương Sấy Khô Siêu Thị Thiên Nhiên, Giảm Nguy Cơ Tiểu Đường, Giúp Ngủ Ngon 100G, 200G",29.500,-50%,"6,3k",100629,4748767086,293269030
1250,"Trà dưỡng nhan 7 vị (hoa cúc, kỷ tử, táo thái lát, hoa nhài, nụ hồng, nhãn nhục, cỏ ngọt) Set 10, 20, 30 gói",44.550,-1%,"1,6k",100629,21956789502,107799287
1251,"Trà gạo lứt Quê Việt thanh lọc gan, giải độc cơ thể nguyên liệu tự nhiên an toàn 600gr",169.000,-27%,"56,8k",100629,13021672896,75634049
1252,Quà tặng cho quý khách hàng khi mua sản phẩm của Ecocare,80.000,None,"1,2k",100629,22689186551,92991613
1253,Bột cần tây nguyên chất sấy lạnh Dalahouse 60gr công nghệ sấy lạnh tiêu chuẩn Châu Âu,126.000,-11%,"14,9k",100629,4893600119,469068060
1254,Trà an thần Mộc sắc hỗ trợ mất ngủ hộp 30 túi lọc 3gram - Siêu thị thiên nhiên,29.500,-50%,"4,6k",100629,11509284225,293269030
1255,"Trà tim sen túi lọc Langfarm x Thái Bảo - Tốt cho người hay mất ngủ, hay hồi hộp (Thảo mộc tự nhiên)",60.000,None,"4,6k",100629,12760531316,445399670
1256,Combo 2 Sữa bột Ensure Gold Abbott ít ngọt (HMB) 850g/800g/lon,1.750.000,-14%,4k,100629,22140243291,639673459
1257,Cà phê hạt 100% ROBUSTA rang mộc nguyên chất MILANO COFFEE 250gr,63.000,None,"3,3k",100629,17887395484,310520469
1258,"Sữa bột Vinamilk CanxiPro 900g (Hộp thiếc) - Sữa bổ sung Canxi cho người già cao tuổi, Tốt cho xương khớp",338.123,-9%,"6,8k",100629,20577798192,975865932
1259,Giấm Lựu Giấm Táo Giấm Dừa PROBIOS,169.000,-35%,394,100629,20885819139,994299838
1260,Thùng 24 lon bia 333 - 330ml/lon,276.000,-8%,4k,100629,20794777435,1102893452
1261,Canh Kim Chi Thịt Gà Ăn Liền I-Soup 66g,68.000,None,"13,5k",100629,16653762026,242086808
1262,Combo 2 Thùng Bia 333 330ml - 789,549.000,-9%,"2,8k",100629,17299424298,1102893452
1263,Cơm cháy gạo lứt siêu chà bông - cơm cháy đáy nồi - túi 500gr - tặng kèm sốt gỏi thái khi mua 1kg - bếp chè thái,167.310,-32%,"2,8k",100629,18792168133,343514920
1264,Trà Sâm Dứa Giải Khát Nhanh Hộp 30 Túi Lọc Siêu Thị Thiên Nhiên,29.500,-50%,2k,100629,5846186012,293269030
1265,Trà Hoa Atiso đỏ hộp 30 Túi Lọc Siêu Thị Thiên Nhiên,29.500,-50%,"5,7k",100629,21676058370,293269030
1266,Trung Nguyên Legend - Cà phê rang xay Sáng tạo 5 (Bịch 340gr),119.000,-8%,"4,8k",100629,7505900105,195688286
1267,Trà Sữa Anh Quốc Hòa Tan 3in1 Cozy Vị Trà Đen Kết Hợp Kem Sữa Ngọt Thơm Giải Khát (10 gói x 17gr),36.000,-17%,"4,4k",100629,20279074128,268452626
1268,"Trà olong (ô long/ oolong) nguyên chất Vũ Gia (400g/hũ) - Trà uống giảm cân an toàn, thanh nhiệt cơ thể, trà olong sữa",169.000,-52%,"5,4k",100629,2402222811,45226913
1269,Thùng 24 Chai Nước tinh khiết Aquafina (500ml/chai),105.000,-25%,5k,100629,21060559337,894167234
1270,"Trà Tía Tô OKOSHI Nhật Bản TRATOSA Hạ acid Uric,Giảm Đau Nhức Xương Khớp An Toàn Thiên Nhiên Hộp 60 Túi lọc",159.000,-20%,"2,3k",100629,24553078907,906802252
1271,"Sốt ướp thịt Hàn Quốc OFood gói 80g, giúp thị mềm, ngọt, thơm dậy vị dùng cho 400g thịt",11.000,-15%,"18,5k",100629,9015946877,380225859
1272,Viên Súp Sấy Thăng Hoa Nấm Chay I-Soup 50g (túi 05 viên),58.000,None,"11,7k",100629,16082549145,242086808
1273,Combo 3 gói 600g cơm cháy (200g chà bông + 200g mắm hành + 200g gạo lứt chà bông) tặng 1 chai sốt thái - bếp chè thái,189.000,-44%,"1,5k",100629,23156933939,343514920
1274,Cơm Cháy Mắm Hành Bể Viettin Mart 1KG,62.700,-26%,"22,5k",100629,1439495802,74670232
1275,"Cà Phê Muối Chuẩn Vị Huế,Cà Phê Hòa Tan Loại Đặc Biệt Thơm Ngon Tiện Lợi - C& Sea, Le Plateau Coffee",50.000,-30%,"1,2k",100629,24601684372,1072939257
1276,"[Quà Tết] Yến Thị-gói đủ vị-combo 6 hũ,set quà tặng-30% Yến 70ml",290.000,-8%,"3,4k",100629,5580136272,22845530
1277,Ô mai xí muội me xào chua ngọt cay Phan Huệ hộp 100g 300g 500g đặc sản Hà Nội,29.900,-48%,"2,9k",100629,12905966226,1878008
1278,"Dầu Ăn Dặm Cho Bé Nguyên Liệu 100% Hạt Tự Nhiên (Oliu, Óc Chó, Gấc, Sachi, Mè) - Thương Hiệu Thuyền Xưa",46.000,-49%,"4,6k",100629,22545689181,272596844
